municipality_code,municipality_name,county_code,percent_vaccinated,population_total,population_total_m,population_total_f,area_km2,population_density,urbanization_rate,healthcare_advices,population_per_pharmacy,installations_watersupply,installations_toilet,installations_bathroom,installations_central_heating,installations_network_gas,appartment_area_per_person,appartments_per_1000_persons,persons_per_appartment,persons_per_room,persons_per_library,library_books_per_1000_persons,library_readers_per_1000_persons,library_loans_per_reader,forests_area,unemployed_total,unemployed_f,unemployed_m,unemployed_up_to_25,unemployed_over_50,unemployed_long_term,unemployment_rate,unemployment_rate_m,unemployment_rate_f,bicycle_paths_per_100km2,bicycle_paths_per_10k_persons,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,expenditures_per_capita,investment_expenditures_per_capita,children_3_5_in_kindergartens,net_scholarization,marriages_per_1000_persons,birthrate_per_1000_persons,net_migrations_per_1000_persons,persons_running_business,entities_registered_per_10k_persons,county_name,average_wage_relative,doctors_per_1000_persons,beds_in_hospitals,cars_per_1000_persons,motorcycles_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,percent_population_below_25,percent_population_25_60,percent_population_over_60
208112,Nowa Ruda,208000,51.1,10948,5396,5552,140,78.4,0.0,44160.0,10948,96.9,84.7,79.0,67.6,0.3,30.0,399.4,2.5,0.66,1369,5380,124,15.0,290.0,509,279,230,44,166,290,7.8,6.4,9.4,2.22,2.83,5732.58,701.94,13.72,5028.02,469.7,854.0,92.4,2.5,-9.74,-1.2,705,829,kłodzki,86.0,15.7,1048,720.2,46.1,17.07,37.24,23.53,16.38,1860.16,22.96309828279138,58.01059554256484,16.77018633540373
208123,Radków,208000,47.0,8670,4344,4326,140,62.0,26.7,30448.0,8670,98.3,91.2,86.3,75.4,25.2,27.2,364.1,2.75,0.73,1734,7384,159,17.7,177.0,337,184,153,30,100,203,6.6,5.4,8.0,4.14,6.69,6682.75,662.46,35.22,5634.08,490.68,813.0,88.48,2.2,-5.28,-2.5,585,988,kłodzki,86.0,15.7,1048,720.2,46.1,17.07,37.24,23.53,16.38,1860.16,24.23298731257209,56.897347174163784,16.43598615916955
208133,Stronie Śląskie,208000,52.0,7031,3354,3677,146,48.1,74.0,15486.0,2344,84.9,83.9,83.1,84.1,48.0,29.4,444.0,2.25,0.63,7031,4482,79,16.0,288.0,356,162,194,42,98,205,8.6,8.7,8.5,2.53,5.26,4590.86,646.9,22.11,4913.93,716.6,773.0,82.44,3.1,-6.12,-5.6,592,1156,kłodzki,86.0,15.7,1048,720.2,46.1,17.07,37.24,23.53,16.38,1860.16,21.490541885933723,57.38870715403215,19.3713554259707
208143,Szczytna,208000,49.6,7043,3421,3622,132,53.2,69.9,18753.0,3522,97.4,94.4,91.2,77.2,38.6,29.6,382.5,2.61,0.68,7043,3302,92,26.6,203.58,318,159,159,31,84,143,7.7,7.1,8.4,0.0,0.0,4779.21,688.58,4.66,4312.01,390.89,602.0,71.79,3.0,-5.48,-8.6,566,1065,kłodzki,86.0,15.7,1048,720.2,46.1,17.07,37.24,23.53,16.38,1860.16,23.086752804202753,57.13474371716598,17.847508164134602
209011,Chojnów,209000,55.4,12852,6105,6747,5,2415.8,100.0,52696.0,2142,98.9,92.2,88.7,79.2,95.4,26.4,409.0,2.45,0.69,12852,2929,91,26.5,1.8,623,322,301,59,194,374,8.2,7.5,9.1,0.0,0.0,4656.12,925.08,51.85,4544.31,284.82,838.0,110.46,3.4,-3.02,0.9,998,1141,legnicki,88.3,1.5,0,684.1,32.5,18.27,35.14,23.82,17.23,326.65,21.389666977902273,57.975412387177094,18.440709617180207
209022,Chojnów,209000,48.1,9554,4804,4750,231,41.4,0.0,12715.0,0,97.2,94.0,91.7,76.1,1.4,32.2,347.1,2.88,0.62,2389,2860,47,13.4,201.0,462,236,226,34,136,303,8.0,7.2,9.0,0.0,0.0,5878.47,860.95,9.99,5533.15,726.22,554.0,68.86,4.1,-1.04,-3.0,617,799,legnicki,88.3,1.5,0,684.1,32.5,18.27,35.14,23.82,17.23,326.65,26.58572325727444,56.803433117019054,14.737282813481265
209032,Krotoszyce,209000,54.7,3302,1637,1665,67,48.9,0.0,8858.0,0,97.4,96.8,93.1,79.6,31.1,33.0,326.5,3.06,0.62,1651,5519,52,6.7,163.4,74,42,32,9,19,37,3.7,2.9,4.5,0.0,0.0,6390.75,963.14,23.63,6124.44,972.97,534.0,69.44,4.5,-1.5,0.3,268,987,legnicki,88.3,1.5,0,684.1,32.5,18.27,35.14,23.82,17.23,326.65,26.923076923076923,57.81344639612356,13.597819503331316
209042,Kunice,209000,56.4,7312,3639,3673,93,78.9,0.0,42829.0,7312,98.3,97.0,95.7,81.4,75.6,38.9,333.8,3.0,0.59,2437,4357,135,7.6,93.4,170,91,79,20,38,75,3.8,3.3,4.4,3.02,3.83,5975.6,1482.61,131.73,6100.78,751.73,615.0,80.12,2.6,-2.62,22.6,823,1310,legnicki,88.3,1.5,0,684.1,32.5,18.27,35.14,23.82,17.23,326.65,28.925054704595187,57.029540481400446,12.814551422319475
209052,Legnickie Pole,209000,58.4,5188,2464,2724,85,60.9,0.0,17905.0,0,95.3,93.3,92.3,80.5,0.8,31.3,326.9,3.06,0.65,1729,4952,73,14.1,38.5,99,49,50,17,23,44,3.2,3.1,3.4,1.06,1.73,7418.67,915.95,51.37,7824.35,1893.08,698.0,87.23,1.9,-9.02,3.1,366,968,legnicki,88.3,1.5,0,684.1,32.5,18.27,35.14,23.82,17.23,326.65,25.79028527370856,56.01387818041634,16.59599074787972
209062,Miłkowice,209000,53.6,7058,3470,3588,87,81.5,0.0,14501.0,7058,98.3,95.7,94.1,80.7,4.3,31.9,336.1,2.98,0.64,2353,3341,104,10.0,90.07,220,123,97,27,59,117,5.2,4.3,6.2,0.12,0.14,4942.42,883.04,28.65,4988.33,753.61,484.0,69.64,3.3,-3.55,10.2,598,1009,legnicki,88.3,1.5,0,684.1,32.5,18.27,35.14,23.82,17.23,326.65,27.514876735619154,56.60243695097762,14.083309719467271
209073,Prochowice,209000,53.0,7313,3602,3711,103,71.3,49.0,21315.0,7313,98.9,96.5,94.9,76.3,37.9,30.0,343.6,2.91,0.66,2438,3497,94,25.3,228.0,211,127,84,31,61,84,4.9,3.6,6.4,1.17,1.64,5777.06,793.21,59.29,5622.99,560.22,733.0,89.32,3.5,-7.9,-1.0,638,1068,legnicki,88.3,1.5,0,684.1,32.5,18.27,35.14,23.82,17.23,326.65,26.15889511828251,56.611513742650075,15.451934910433474
209082,Ruja,209000,51.4,2459,1249,1210,73,33.5,0.0,9623.0,0,97.0,93.2,86.3,66.5,0.2,27.2,329.8,3.03,0.69,2459,7006,84,6.1,32.24,81,47,34,12,17,43,5.7,4.1,7.7,0.0,0.0,6078.52,663.18,0.28,5405.84,481.27,397.0,68.14,3.2,-19.36,4.8,124,655,legnicki,88.3,1.5,0,684.1,32.5,18.27,35.14,23.82,17.23,326.65,26.27084180561204,54.49369662464416,16.34810898739325
210011,Lubań,210000,60.9,20167,9485,10682,16,1251.1,100.0,121588.0,2017,98.3,96.2,94.1,86.1,90.0,27.9,430.4,2.32,0.65,5042,2830,99,15.9,10.66,391,188,203,40,112,138,3.4,3.3,3.5,0.0,0.0,4776.68,970.22,27.5,4491.45,324.22,1078.0,110.98,2.7,-8.12,-4.0,1609,1321,lubański,81.6,13.0,247,720.8,47.7,16.41,37.11,26.09,14.52,2070.75,20.796350473545893,55.76436753111519,21.2079139187782
210021,Świeradów-Zdrój,210000,58.7,4129,1929,2200,21,199.3,100.0,21517.0,1376,97.6,91.2,88.5,85.3,39.8,37.2,488.5,2.05,0.54,2065,5950,172,74.8,19.74,131,56,75,19,39,64,5.5,5.9,5.0,0.0,0.0,8137.24,746.64,11.6,7822.66,732.56,979.0,124.85,3.1,-13.37,-6.2,456,1693,lubański,81.6,13.0,247,720.8,47.7,16.41,37.11,26.09,14.52,2070.75,22.305643012836036,55.751998062484866,19.738435456527004
210033,Leśna,210000,50.6,9653,4766,4887,105,92.3,43.8,45966.0,4827,96.4,89.1,82.2,71.6,27.5,26.2,385.2,2.6,0.7,3218,2721,36,14.0,137.44,391,193,198,44,118,186,6.8,6.3,7.5,0.0,0.0,4901.1,567.42,3.79,4845.4,203.7,831.0,75.0,2.5,-4.77,-1.2,668,1028,lubański,81.6,13.0,247,720.8,47.7,16.41,37.11,26.09,14.52,2070.75,24.386201180980006,56.21050450637107,17.331399564902103
210042,Lubań,210000,50.1,6504,3243,3261,142,45.7,0.0,,0,95.3,94.1,89.3,80.1,1.0,28.2,298.7,3.35,0.69,2168,4284,111,22.8,209.13,190,101,89,28,54,86,4.7,4.1,5.4,0.0,0.0,5290.79,744.29,5.36,5440.44,889.56,552.0,74.66,4.3,-3.52,0.3,504,930,lubański,81.6,13.0,247,720.8,47.7,16.41,37.11,26.09,14.52,2070.75,27.29089790897909,57.426199261992615,13.837638376383765
210053,Olszyna,210000,51.4,6439,3194,3245,47,136.7,68.0,18740.0,3220,97.0,91.4,88.1,74.9,32.7,28.5,389.0,2.57,0.65,3220,4128,96,14.1,80.79,220,111,109,32,60,100,5.7,5.2,6.3,0.0,0.0,5324.04,659.81,13.25,4862.6,745.31,416.0,86.39,3.2,-5.11,0.3,632,1312,lubański,81.6,13.0,247,720.8,47.7,16.41,37.11,26.09,14.52,2070.75,24.258425221307654,56.949836931200494,16.586426463736608
210062,Platerówka,210000,48.9,1559,796,763,48,32.5,0.0,,0,96.3,93.1,85.6,76.4,0.2,31.9,350.9,2.85,0.59,780,17219,238,15.1,23.89,46,28,18,9,13,21,4.8,3.5,6.4,0.0,0.0,5818.27,772.21,2.65,5409.96,475.8,569.0,71.97,5.8,-7.74,1.9,85,706,lubański,81.6,13.0,247,720.8,47.7,16.41,37.11,26.09,14.52,2070.75,26.427196921103267,56.44644002565747,15.202052597819115
210072,Siekierczyn,210000,56.9,4493,2243,2250,49,90.8,0.0,13083.0,0,97.4,94.2,89.6,77.4,1.6,29.8,341.4,2.93,0.62,2247,7569,115,6.3,84.1,142,68,74,21,29,64,5.1,4.9,5.4,0.0,0.0,5306.81,907.8,6.35,4958.24,383.52,436.0,74.81,3.4,-3.8,6.0,310,955,lubański,81.6,13.0,247,720.8,47.7,16.41,37.11,26.09,14.52,2070.75,24.838637881148454,58.62452704206543,14.867571778321834
211011,Lubin,211000,58.2,70166,33204,36962,41,1721.0,100.0,324072.0,2420,96.9,96.4,96.4,96.7,93.8,26.1,442.0,2.26,0.65,14033,1530,101,21.0,28.15,1 113,752,361,106,268,397,2.8,1.7,4.0,91.24,5.3,6042.53,1513.08,450.02,5333.37,186.94,1057.0,114.23,4.5,-3.26,-5.6,5392,1032,lubiński,161.5,27.9,705,656.5,24.3,22.61,35.79,22.28,13.68,213.86,22.322777413562125,54.599093578086254,21.39070204942565
211022,Lubin,211000,53.8,17324,8699,8625,290,59.8,0.0,55458.0,0,98.2,97.5,96.2,81.9,65.1,39.2,338.6,2.95,0.59,2475,2257,52,20.9,543.94,279,179,100,27,71,92,2.6,1.8,3.6,1.66,2.77,7139.55,1737.36,11.44,6560.9,531.62,502.0,55.48,3.2,0.29,17.3,1568,1088,lubiński,161.5,27.9,705,656.5,24.3,22.61,35.79,22.28,13.68,213.86,29.242669129531286,57.60217039944585,11.70053105518356
211032,Rudna,211000,48.7,7471,3698,3773,217,34.5,0.0,26763.0,0,97.6,96.8,94.9,76.8,83.5,31.3,343.3,2.91,0.63,1868,4256,77,12.5,141.42,176,121,55,29,38,78,3.9,2.2,5.8,0.37,1.07,9559.84,1164.66,116.98,8774.3,778.58,911.0,90.1,4.1,-4.82,0.7,398,760,lubiński,161.5,27.9,705,656.5,24.3,22.61,35.79,22.28,13.68,213.86,28.296078168919824,56.21737384553608,13.545710078972025
211043,Ścinawa,211000,50.0,9519,4701,4818,164,57.9,56.2,35995.0,3173,98.5,94.5,90.9,81.4,4.7,27.5,356.6,2.8,0.68,3173,3334,76,16.2,237.41,192,115,77,20,50,94,3.4,2.4,4.6,1.09,1.89,6301.36,938.65,17.09,6789.05,2085.22,668.0,86.45,4.1,-4.64,2.8,655,872,lubiński,161.5,27.9,705,656.5,24.3,22.61,35.79,22.28,13.68,213.86,24.19371782750289,56.98077529152222,16.850509507301187
212013,Gryfów Śląski,212000,53.8,9417,4463,4954,67,141.2,67.9,40294.0,2354,98.4,96.5,93.3,74.2,70.7,29.9,398.5,2.51,0.64,3139,5063,146,17.7,100.1,294,150,144,29,83,149,5.2,4.7,5.7,0.75,0.53,4434.12,712.17,12.48,4233.43,535.88,922.0,88.98,4.2,-8.33,-2.8,796,1129,lwówecki,83.7,9.5,331,759.2,30.1,15.36,34.73,28.08,15.65,258.75,21.652330890941915,58.25634490814484,17.744504619305513
212023,Lubomierz,212000,48.0,5760,2867,2893,130,44.1,31.4,32634.0,5760,89.3,86.8,83.2,73.2,0.3,30.7,359.5,2.78,0.67,1152,3809,135,25.4,386.16,215,120,95,24,52,124,6.2,4.9,7.7,2.37,5.38,6072.13,449.0,1.46,5367.17,93.88,571.0,75.66,3.1,-6.23,-2.9,415,969,lwówecki,83.7,9.5,331,759.2,30.1,15.36,34.73,28.08,15.65,258.75,25.27777777777778,57.48263888888889,15.659722222222221
212033,Lwówek Śląski,212000,56.7,16607,8128,8479,240,69.2,51.3,24951.0,2768,99.0,95.3,93.4,81.8,48.5,29.9,379.1,2.64,0.65,2768,4629,90,23.8,534.64,508,281,227,65,135,244,5.2,4.3,6.3,1.88,2.71,4657.9,767.47,25.92,4513.85,359.72,770.0,90.71,3.3,-5.83,-1.5,1466,1163,lwówecki,83.7,9.5,331,759.2,30.1,15.36,34.73,28.08,15.65,258.75,24.345155657252963,56.07876196784488,17.588968507255977
212043,Mirsk,212000,52.8,8234,4035,4199,187,44.2,45.3,44473.0,4117,97.2,90.5,86.1,73.2,0.5,30.8,409.9,2.44,0.62,2745,5370,89,20.6,142.26,375,183,192,39,116,198,7.7,7.2,8.2,0.0,0.0,5430.99,560.59,9.88,5211.86,897.18,445.0,71.43,3.9,-7.74,1.2,694,1116,lwówecki,83.7,9.5,331,759.2,30.1,15.36,34.73,28.08,15.65,258.75,22.649987855234393,57.22613553558416,17.97425309691523
212053,Wleń,212000,53.7,4015,2002,2013,86,46.7,40.6,13046.0,4015,96.8,91.0,85.7,70.6,0.2,32.3,433.4,2.31,0.59,1338,7813,96,31.5,149.38,143,69,74,11,51,81,5.9,5.4,6.5,0.0,0.0,7098.81,548.71,2.27,6268.99,1645.37,726.0,74.12,3.0,-9.66,2.7,301,994,lwówecki,83.7,9.5,331,759.2,30.1,15.36,34.73,28.08,15.65,258.75,20.846824408468244,58.87920298879203,18.08219178082192
213012,Cieszków,213000,53.7,4601,2298,2303,101,45.6,0.0,26668.0,4601,97.3,96.0,92.3,82.2,23.0,27.3,295.2,3.39,0.72,1534,4807,80,10.4,125.0,151,85,66,29,36,72,5.6,4.4,6.9,0.0,0.0,5604.75,726.6,25.26,5344.9,548.22,748.0,85.75,4.6,-2.17,-0.7,374,961,milicki,78.6,19.3,298,761.4,68.7,15.13,34.35,28.64,16.36,77.39,28.537274505542275,54.94457726581178,14.648989350141273
213022,Krośnice,213000,52.5,8011,4010,4001,178,44.9,0.0,44998.0,8011,95.3,92.7,90.9,75.5,24.6,27.3,306.7,3.26,0.73,2003,4578,46,10.3,252.71,181,95,86,32,51,92,3.8,3.3,4.4,0.0,0.0,6081.25,792.95,66.09,5802.98,461.45,570.0,86.47,3.6,-6.36,0.2,598,926,milicki,78.6,19.3,298,761.4,68.7,15.13,34.35,28.64,16.36,77.39,28.211209586818125,54.862064661091004,15.291474222943451
213033,Milicz,213000,60.2,23572,11545,12027,436,54.1,46.9,39728.0,2947,97.5,96.7,95.4,83.7,51.8,29.4,357.4,2.8,0.67,3929,3604,130,21.3,404.59,601,378,223,77,167,290,4.5,3.0,6.1,2.2,4.07,5913.56,873.16,21.22,5460.38,612.86,878.0,98.96,2.9,-4.69,-1.8,2156,1236,milicki,78.6,19.3,298,761.4,68.7,15.13,34.35,28.64,16.36,77.39,26.57814356015612,53.95384354318683,17.55472594603767
214011,Oleśnica,214000,62.0,35931,17090,18841,21,1714.3,100.0,186974.0,2395,98.7,97.7,97.4,91.5,85.3,26.2,416.5,2.4,0.68,17966,1875,149,15.7,8.54,764,426,338,74,220,245,3.7,3.1,4.3,125.48,7.32,5290.91,1125.05,64.19,5585.13,830.63,1209.0,112.57,3.9,-3.49,-1.8,3015,1245,oleśnicki,86.4,9.2,198,674.5,42.1,19.05,35.33,24.73,15.57,230.6,23.67593442987949,55.400628983329156,18.649634020762015
214023,Bierutów,214000,55.2,9599,4680,4919,147,65.3,48.3,50704.0,3200,96.9,92.0,89.2,79.1,0.3,28.3,357.6,2.8,0.7,3200,5498,72,21.3,108.0,367,188,179,34,93,212,6.3,5.8,7.0,0.48,0.73,5090.64,750.04,14.27,5129.96,523.32,713.0,80.74,3.6,-3.21,-3.7,625,931,oleśnicki,86.4,9.2,198,674.5,42.1,19.05,35.33,24.73,15.57,230.6,25.335972497135117,56.53713928534222,15.907907073653504
214032,Dobroszyce,214000,56.4,7021,3511,3510,132,53.2,0.0,35740.0,3511,97.2,95.5,92.3,81.5,22.6,32.9,314.5,3.18,0.66,3511,3038,56,11.8,143.0,133,78,55,16,30,43,3.2,2.4,4.0,0.0,0.0,7478.6,871.02,15.66,5227.08,662.96,827.0,94.07,2.3,-1.86,14.6,633,1138,oleśnicki,86.4,9.2,198,674.5,42.1,19.05,35.33,24.73,15.57,230.6,27.460475715710015,57.18558609884632,13.929639652471156
214042,Dziadowa Kłoda,214000,48.3,4590,2285,2305,106,43.4,0.0,18380.0,4590,98.5,95.4,94.5,85.4,0.1,29.8,299.1,3.34,0.71,2295,4679,94,9.8,126.9,133,72,61,21,40,74,4.8,4.1,5.8,0.0,0.0,5856.38,504.08,34.09,5460.66,277.84,717.0,97.82,3.9,0.0,-3.5,296,784,oleśnicki,86.4,9.2,198,674.5,42.1,19.05,35.33,24.73,15.57,230.6,29.978213507625274,55.22875816993464,13.572984749455339
214053,Międzybórz,214000,50.3,5078,2526,2552,88,57.8,46.7,17243.0,2539,96.9,94.8,93.3,83.3,8.9,28.3,328.5,3.04,0.68,2539,4733,97,13.2,196.96,145,85,60,25,31,62,4.8,3.7,6.1,0.0,0.0,5501.14,603.92,36.71,5291.84,306.73,734.0,94.53,4.7,-3.35,2.6,319,831,oleśnicki,86.4,9.2,198,674.5,42.1,19.05,35.33,24.73,15.57,230.6,28.37731390311146,55.317053958251286,14.966522252855455
214062,Oleśnica,214000,53.4,15202,7714,7488,242,62.6,0.0,13294.0,0,96.9,94.6,93.4,85.7,14.2,33.2,308.5,3.24,0.68,1382,656,32,8.4,232.31,278,164,114,36,85,94,2.9,2.2,3.8,0.04,0.07,5410.44,940.67,6.05,5136.98,694.63,272.0,58.73,3.4,0.47,19.1,1323,1067,oleśnicki,86.4,9.2,198,674.5,42.1,19.05,35.33,24.73,15.57,230.6,29.877647677937112,57.801605051966845,11.215629522431259
214073,Syców,214000,55.4,16540,8048,8492,145,114.0,61.3,63967.0,2363,99.3,98.7,98.2,85.2,57.5,30.8,353.7,2.83,0.65,5513,2703,91,17.2,248.0,444,281,163,59,121,214,4.5,3.1,6.1,2.27,2.0,5098.16,875.77,47.66,4997.21,506.01,918.0,96.91,4.3,-1.81,0.4,1431,1132,oleśnicki,86.4,9.2,198,674.5,42.1,19.05,35.33,24.73,15.57,230.6,25.967351874244255,56.20314389359129,16.251511487303507
214083,Twardogóra,214000,53.9,12689,6275,6414,168,75.6,50.4,49247.0,3172,98.5,94.7,93.3,82.8,25.7,30.4,343.1,2.91,0.66,4230,3565,128,17.7,345.44,328,181,147,38,89,154,4.3,3.5,5.1,4.94,6.54,5308.39,1139.5,21.95,5205.86,620.36,776.0,91.96,4.0,-3.31,-1.8,864,910,oleśnicki,86.4,9.2,198,674.5,42.1,19.05,35.33,24.73,15.57,230.6,25.502403656710538,56.671132476948536,16.32910394830168
215011,Oława,215000,62.4,33295,15912,17383,27,1216.9,100.0,164082.0,3330,99.0,98.0,97.6,92.5,80.5,28.8,445.2,2.25,0.64,8324,2262,120,23.2,9.21,811,419,392,73,242,373,4.2,3.9,4.6,40.2,3.3,5140.25,1243.3,32.96,4793.15,513.54,1003.0,112.84,3.5,-2.58,3.0,2934,1235,oławski,90.3,11.2,198,685.0,38.1,22.05,37.31,21.37,13.7,196.6,24.318966811833608,54.54572758672474,19.408319567502627
215022,Domaniów,215000,55.9,5019,2509,2510,94,53.1,0.0,28733.0,0,97.6,95.6,95.0,80.0,0.7,26.4,294.1,3.4,0.75,2510,3032,37,22.1,9.97,125,69,56,20,35,69,4.1,3.3,4.9,0.0,0.0,6644.84,754.23,3.16,6387.65,992.92,905.0,105.58,3.6,-3.17,-1.2,356,919,oławski,90.3,11.2,198,685.0,38.1,22.05,37.31,21.37,13.7,196.6,27.495517035265987,56.44550707312214,14.166168559473999
215033,Jelcz-Laskowice,215000,61.5,23658,11626,12032,168,141.1,65.1,104404.0,2957,98.6,97.8,96.8,90.0,55.4,29.6,382.0,2.62,0.65,5915,1651,119,22.4,150.29,472,240,232,36,150,168,3.4,3.1,3.7,4.41,3.13,5778.14,1166.67,91.98,5474.17,934.1,847.0,97.75,2.9,-0.55,-0.7,1950,1050,oławski,90.3,11.2,198,685.0,38.1,22.05,37.31,21.37,13.7,196.6,24.91757545016485,57.78172288443656,15.990362668019277
215042,Oława,215000,51.1,15433,7660,7773,235,65.8,0.0,26949.0,7717,97.6,94.9,93.5,80.6,27.3,33.1,301.6,3.32,0.67,2205,3576,88,14.1,79.3,436,212,224,53,128,212,4.6,4.4,4.8,0.0,0.0,6749.08,1205.5,38.5,5956.04,775.57,533.0,67.34,3.4,-2.14,5.6,1311,1024,oławski,90.3,11.2,198,685.0,38.1,22.05,37.31,21.37,13.7,196.6,28.14747618739066,57.38352880191797,12.687099073414112
216013,Chocianów,216000,49.4,12598,6173,6425,222,56.8,60.3,38803.0,4199,98.4,97.4,96.2,83.0,67.4,29.4,361.9,2.76,0.66,2520,1769,57,6.3,289.0,485,310,175,58,138,260,6.4,4.3,8.9,0.0,0.0,4656.88,1115.4,21.85,4725.9,418.3,735.0,87.43,4.3,-4.18,-0.2,693,813,polkowicki,101.5,3.9,0,617.5,31.3,16.82,33.65,27.03,16.41,0.0,26.34545165899349,57.143991109699954,14.748372757580569
216022,Gaworzyce,216000,47.9,3815,1896,1919,77,49.7,0.0,14642.0,3815,98.2,96.2,92.5,76.8,48.7,29.4,327.1,3.06,0.69,954,4498,160,12.5,21.0,94,45,49,15,26,35,4.1,3.9,4.2,0.0,0.0,6392.65,861.37,13.48,5425.28,948.77,690.0,84.58,4.4,-5.21,-6.5,242,855,polkowicki,101.5,3.9,0,617.5,31.3,16.82,33.65,27.03,16.41,0.0,27.758846657929226,56.72346002621232,13.604193971166447
216032,Grębocice,216000,51.8,5280,2673,2607,121,43.4,0.0,,5280,98.9,98.6,95.0,75.3,56.0,27.8,319.9,3.13,0.73,2640,3192,90,18.5,96.0,179,115,64,33,45,102,5.6,3.6,8.0,0.0,0.0,10839.34,876.38,14.49,9629.92,1831.37,834.0,94.3,3.0,-4.73,10.0,194,534,polkowicki,101.5,3.9,0,617.5,31.3,16.82,33.65,27.03,16.41,0.0,28.806818181818183,55.928030303030305,13.731060606060606
216043,Polkowice,216000,53.5,27025,13208,13817,168,161.2,80.8,152226.0,3861,98.9,97.6,97.2,94.6,82.0,27.2,404.8,2.47,0.67,6756,3145,111,18.1,306.81,594,352,242,77,152,236,3.6,2.8,4.6,8.41,5.22,10271.81,1482.39,721.46,10631.84,1656.45,881.0,95.29,4.6,-0.33,-0.3,1683,905,polkowicki,101.5,3.9,0,617.5,31.3,16.82,33.65,27.03,16.41,0.0,27.237742830712303,56.40703052728955,15.367252543940795
216053,Przemków,216000,50.6,8039,3967,4072,107,74.8,72.9,24406.0,4020,98.5,94.6,91.2,76.8,45.6,27.5,352.4,2.84,0.69,4020,3272,68,11.8,238.26,325,186,139,38,103,210,6.6,5.2,8.3,0.0,0.0,5081.17,971.77,15.66,4623.45,272.61,721.0,87.7,4.5,-6.08,-3.7,391,692,polkowicki,101.5,3.9,0,617.5,31.3,16.82,33.65,27.03,16.41,0.0,25.139942778952605,58.01716631421818,14.939669113073764
216062,Radwanice,216000,52.3,4853,2455,2398,84,57.6,0.0,,4853,98.7,97.7,95.6,75.8,34.9,31.9,319.2,3.13,0.67,1618,3680,129,10.5,165.1,142,91,51,18,41,81,4.9,3.2,7.0,1.78,3.09,7646.75,1167.9,3.0,7919.39,2836.74,745.0,91.49,5.4,0.62,16.9,295,800,polkowicki,101.5,3.9,0,617.5,31.3,16.82,33.65,27.03,16.41,0.0,29.280857201730885,56.02719967030703,13.455594477642697
217012,Borów,217000,58.2,5115,2565,2550,99,51.8,0.0,30321.0,2558,98.3,96.5,95.3,83.6,0.3,32.5,334.7,2.99,0.65,1279,8278,219,29.3,69.02,154,77,77,16,37,85,4.9,4.5,5.4,0.0,0.0,5116.55,780.06,11.63,4416.08,338.5,622.0,88.19,1.9,-3.9,0.4,358,897,strzeliński,93.5,13.2,68,811.6,46.3,16.95,37.07,24.59,16.3,0.0,24.848484848484848,58.20136852394917,14.740957966764418
217022,Kondratowice,217000,53.7,4097,2081,2016,98,41.7,0.0,14927.0,0,97.7,88.7,86.2,76.2,0.4,28.4,354.4,2.82,0.67,2049,5212,61,16.7,19.38,194,112,82,23,52,117,7.9,6.0,10.3,0.0,0.0,5407.07,593.73,45.86,5192.07,150.23,690.0,75.51,3.1,-9.38,-6.3,252,801,strzeliński,93.5,13.2,68,811.6,46.3,16.95,37.07,24.59,16.3,0.0,25.38442762997315,56.26067854527703,16.280205028069318
217032,Przeworno,217000,53.5,4648,2338,2310,112,41.5,0.0,21081.0,0,97.0,90.0,85.9,75.0,0.1,28.7,365.5,2.74,0.67,4648,3184,159,9.1,194.86,204,104,100,23,63,120,7.5,6.6,8.7,0.0,0.0,4645.26,658.39,5.16,4497.95,295.17,608.0,75.13,3.4,-6.0,-2.6,272,766,strzeliński,93.5,13.2,68,811.6,46.3,16.95,37.07,24.59,16.3,0.0,25.75301204819277,55.37865748709122,16.63080895008606
217043,Strzelin,217000,58.7,21610,10478,11132,171,126.1,56.2,77997.0,2701,96.3,94.5,93.3,80.6,53.8,30.2,389.5,2.57,0.65,7203,1807,81,14.0,78.07,813,410,403,79,243,471,6.4,5.9,7.0,1.17,0.93,5560.3,999.53,84.53,5552.91,538.5,932.0,97.61,3.6,-4.52,-1.2,1675,1161,strzeliński,93.5,13.2,68,811.6,46.3,16.95,37.07,24.59,16.3,0.0,23.965756594169367,56.473854696899586,17.515039333641834
217053,Wiązów,217000,53.2,7052,3514,3538,142,49.7,32.9,36369.0,7052,97.4,94.4,92.7,79.4,4.8,29.0,324.7,3.08,0.71,1763,4967,170,10.9,54.85,257,140,117,39,61,121,6.1,5.1,7.3,0.0,0.0,5662.45,640.69,4.2,5058.53,325.69,705.0,85.3,4.2,-5.64,-3.5,452,814,strzeliński,93.5,13.2,68,811.6,46.3,16.95,37.07,24.59,16.3,0.0,26.61656267725468,56.182643221781056,15.314804310833807
218012,Kostomłoty,218000,53.7,7272,3588,3684,145,50.1,0.0,17773.0,7272,98.5,96.1,94.6,82.3,4.6,28.5,301.2,3.32,0.72,2424,2554,65,11.7,37.94,211,98,113,28,72,125,4.7,4.6,4.8,0.69,1.38,5687.66,752.5,5.69,5065.65,713.39,651.0,78.27,3.7,-5.91,2.9,534,916,średzki,95.2,3.0,0,712.2,45.8,21.38,33.61,23.68,15.89,28.24,25.962596259625965,58.59460946094609,13.641364136413642
